year,ref_date,variable,value,area_name,full_area_name,area_level,country_name,grouping,record_created,record_updated,source_org,source_title,source_pub_date,frequency,source_link,notes
2017,01/06/2017,population,8795073,Austria,Austria,country,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2018,01/06/2018,population,8837707,Austria,Austria,country,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2019,01/06/2019,population,8877637,Austria,Austria,country,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2020,01/06/2020,population,8916815,Austria,Austria,country,Austria,Central/North Europe,07/07/2021,07/06/2021,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,27/05/2021,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1982,01/06/1982,population,1519632,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1983,01/06/1983,population,1505257,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1984,01/06/1984,population,1497360,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1985,01/06/1985,population,1492909,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1986,01/06/1986,population,1488220,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1987,01/06/1987,population,1484885,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1988,01/06/1988,population,1485006,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1989,01/06/1989,population,1489205,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1990,01/06/1990,population,1497712,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1991,01/06/1991,population,1512599,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1992,01/06/1992,population,1529979,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1993,01/06/1993,population,1543471,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1994,01/06/1994,population,1546059,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1995,01/06/1995,population,1540830,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1996,01/06/1996,population,1540591,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1997,01/06/1997,population,1541543,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1998,01/06/1998,population,1541552,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1999,01/06/1999,population,1545386,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2000,01/06/2000,population,1551236,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2001,01/06/2001,population,1562536,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2002,01/06/2002,population,1582841,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2003,01/06/2003,population,1600888,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2004,01/06/2004,population,1620250,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2005,01/06/2005,population,1641653,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2006,01/06/2006,population,1656619,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2007,01/06/2007,population,1665458,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2008,01/06/2008,population,1674937,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2009,01/06/2009,population,1684298,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2010,01/06/2010,population,1695590,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2011,01/06/2011,population,1708614,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2012,01/06/2012,population,1727330,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2013,01/06/2013,population,1753597,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2014,01/06/2014,population,1781042,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2015,01/06/2015,population,1814225,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2016,01/06/2016,population,1853140,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2017,01/06/2017,population,1877719,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2018,01/06/2018,population,1892150,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2019,01/06/2019,population,1903240,Vienna,Vienna,city-region,Austria,Central/North Europe,27/12/2020,27/12/2020,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,17/12/2020,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
2020,01/06/2020,population,1915155,Vienna,Vienna,city-region,Austria,Central/North Europe,07/07/2021,07/06/2021,Statistik Austria,Bevölkerungsstand und Bevölkerungsveränderung,27/05/2021,Annual,https://www.statistik.at/web_de/statistiken/menschen_und_gesellschaft/bevoelkerung/bevoelkerungsstand_und_veraenderung/index.html,Annual average registered population - excludes a small number of people who have not officially registered their place of residence
1991,,dwellings,1160249,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,
1996,,dwellings,1258948,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,
2002,,dwellings,1460053,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,
2006,,dwellings,1769613,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,
2011,,dwellings,1994845,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,
2016,,dwellings,2003645,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,
1991,,dwellings,336911,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,County Dublin (Dublin City plus three surrounding local authorities)
1996,,dwellings,370094,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,County Dublin (Dublin City plus three surrounding local authorities)
2002,,dwellings,411005,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,County Dublin (Dublin City plus three surrounding local authorities)
2006,,dwellings,477999,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,County Dublin (Dublin City plus three surrounding local authorities)
2011,,dwellings,527665,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,County Dublin (Dublin City plus three surrounding local authorities)
2016,,dwellings,530753,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Housing Stock and Vacancy Rate 1991 to 2016 (E1071),30/10/2020,Multi-year,https://data.cso.ie/table/E1071,County Dublin (Dublin City plus three surrounding local authorities)
1991,,population,3525719,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,
1996,,population,3626087,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,
2002,,population,3917203,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,
2006,,population,4239848,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,
2011,,population,4588252,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,
2016,,population,4761865,Ireland,Republic of Ireland,country,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,
1991,,population,1025304,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,County Dublin (Dublin City plus three surrounding local authorities)
1996,,population,1058264,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,County Dublin (Dublin City plus three surrounding local authorities)
2002,,population,1122821,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,County Dublin (Dublin City plus three surrounding local authorities)
2006,,population,1187176,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,County Dublin (Dublin City plus three surrounding local authorities)
2011,,population,1273069,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,County Dublin (Dublin City plus three surrounding local authorities)
2016,,population,1347359,Dublin,County Dublin,city-region,Ireland,Anglophone,28/12/2020,28/12/2020,Central Statistics Office,Population at Each Census from 1841 to 2016 (EY001),02/07/2020,Multi-year,https://data.cso.ie/table/EY001,County Dublin (Dublin City plus three surrounding local authorities)
1980,,dwellings,3672774,Sweden,Sweden,country,Sweden,Central/North Europe,29/03/2022,29/03/2022,European Central Bank,SHI - Structural housing indicators (discontinued) - Number of dwellings,01/07/2019,Multi-year,https://sdw.ecb.europa.eu/browse.do?node=70499,
1985,,dwellings,3864458,Sweden,Sweden,country,Sweden,Central/North Europe,29/03/2022,29/03/2022,European Central Bank,SHI - Structural housing indicators (discontinued) - Number of dwellings,01/07/2019,Multi-year,https://sdw.ecb.europa.eu/browse.do?node=70499,
1990,,dwellings,4044768,Sweden,Sweden,country,Sweden,Central/North Europe,29/03/2022,29/03/2022,European Central Bank,SHI - Structural housing indicators (discontinued) - Number of dwellings,01/07/2019,Multi-year,https://sdw.ecb.europa.eu/browse.do?node=70499,
1991,31/12/1991,dwellings,4110602,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1992,31/12/1992,dwellings,4167496,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1993,31/12/1993,dwellings,4202155,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1994,31/12/1994,dwellings,4222875,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1995,31/12/1995,dwellings,4234838,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1996,31/12/1996,dwellings,4250179,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1997,31/12/1997,dwellings,4261882,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1998,31/12/1998,dwellings,4273036,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
1999,31/12/1999,dwellings,4284337,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2000,31/12/2000,dwellings,4295730,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2001,31/12/2001,dwellings,4310171,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2002,31/12/2002,dwellings,4331762,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
2003,31/12/2003,dwellings,4354125,Sweden,Sweden,country,Sweden,Central/North Europe,29/12/2020,29/12/2020,Statistics Sweden,"Number of dwellings by region, type of building and tenure (including special housing). Year 1990 - 2019",23/04/2020,Annual,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BO__BO0104__BO0104D/BO0104T04/,
